team,year,coaches_text
boston-college,1981,Jack Bicknell (5-6)
boston-college,1980,Ed Chlebek (7-4)
boston-college,1979,Ed Chlebek (5-6)
boston-college,1978,Ed Chlebek (0-11)
boston-college,1977,Joseph Yukica (6-5)
boston-college,1976,Joseph Yukica (8-3)
boston-college,1975,Joseph Yukica (7-4)
boston-college,1974,Joseph Yukica (8-3)
boston-college,1973,Joseph Yukica (7-4)
boston-college,1972,Joseph Yukica (4-7)
boston-college,1971,Joseph Yukica (9-2)
boston-college,1970,Joseph Yukica (8-2)
boston-college,1969,Joseph Yukica (5-4)
boston-college,1968,Joseph Yukica (6-3)
boston-college,1967,Jim Miller (4-6)
boston-college,1966,Jim Miller (4-6)
boston-college,1965,Jim Miller (6-4)
boston-college,1964,Jim Miller (6-3)
boston-college,1963,Jim Miller (6-3)
boston-college,1962,Jim Miller (8-2)
boston-college,1961,Ernest Hefferle (4-6)
boston-college,1960,Ernest Hefferle (3-6-1)
boston-college,1959,Mike Holovak (5-4)
boston-college,1958,Mike Holovak (7-3)
boston-college,1957,Mike Holovak (7-2)
boston-college,1956,Mike Holovak (5-4)
boston-college,1955,Mike Holovak (5-2-1)
boston-college,1954,Mike Holovak (8-1)
boston-college,1953,Mike Holovak (5-3-1)
boston-college,1952,Mike Holovak (4-4-1)
boston-college,1951,Mike Holovak (3-6)
boston-college,1950,Denny Myers (0-9-1)
boston-college,1949,Denny Myers (4-4-1)
boston-college,1948,Denny Myers (5-2-2)
boston-college,1947,Denny Myers (5-4)
boston-college,1946,Denny Myers (6-3)
boston-college,1945,Moody Sarno (3-4)
boston-college,1944,Moody Sarno (4-3)
boston-college,1942,Denny Myers (8-2)
boston-college,1941,Denny Myers (7-3)
boston-college,1940,Frank Leahy (11-0)
boston-college,1939,Frank Leahy (9-2)
boston-college,1938,Gilmour Dobie (6-1-2)
boston-college,1937,Gilmour Dobie (4-4-1)
boston-college,1919,Frank Cavanaugh (5-3)
boston-college,1902,Arthur White (0-7-1)
boston-college,1901,John Dunlop (1-8)
california,2017,Justin Wilcox (3-3)
california,2016,Sonny Dykes (5-7)
california,2015,Sonny Dykes (8-5)
california,2014,Sonny Dykes (5-7)
california,2013,Sonny Dykes (1-11)
california,2012,Jeff Tedford (3-9)
california,2011,Jeff Tedford (7-6)
california,2010,Jeff Tedford (5-7)
california,2009,Jeff Tedford (8-5)
california,2008,Jeff Tedford (9-4)
california,2007,Jeff Tedford (7-6)
california,2006,Jeff Tedford (10-3)
california,2005,Jeff Tedford (8-4)
california,2004,Jeff Tedford (10-2)
california,2003,Jeff Tedford (8-6)
california,2002,Jeff Tedford (7-5)
california,2001,Tom Holmoe (1-10)
california,2000,Tom Holmoe (3-8)
california,1999,Tom Holmoe (4-7)
california,1998,Tom Holmoe (5-6)
california,1997,Tom Holmoe (3-8)
california,1996,Steve Mariucci (6-6)
california,1995,Keith Gilbertson (3-8)
california,1994,Keith Gilbertson (4-7)
california,1993,Keith Gilbertson (9-4)
california,1992,Keith Gilbertson (4-7)
california,1991,Bruce Snyder (10-2)
california,1990,Bruce Snyder (7-4-1)
california,1989,Bruce Snyder (4-7)
california,1988,Bruce Snyder (5-5-1)
california,1987,Bruce Snyder (3-6-2)
california,1986,Joe Kapp (2-9)
california,1985,Joe Kapp (4-7)
california,1984,Joe Kapp (2-9)
california,1983,Joe Kapp (5-5-1)
california,1982,Joe Kapp (7-4)
california,1981,Roger Theder (2-9)
california,1980,Roger Theder (3-8)
california,1979,Roger Theder (6-6)
california,1978,Roger Theder (6-5)
california,1977,Mike White (7-4)
california,1976,Mike White (5-6)
california,1975,Mike White (8-3)
california,1974,Mike White (7-3-1)
california,1973,Mike White (4-7)
california,1972,Mike White (3-8)
california,1971,Ray Willsey (6-5)
california,1970,Ray Willsey (6-5)
california,1969,Ray Willsey (5-5)
california,1968,Ray Willsey (7-3-1)
california,1967,Ray Willsey (5-5)
california,1966,Ray Willsey (3-7)
california,1965,Ray Willsey (5-5)
california,1964,Ray Willsey (3-7)
california,1963,Marv Levy (4-5-1)
california,1962,Marv Levy (1-9)
california,1961,Marv Levy (1-8-1)
california,1960,Marv Levy (2-7-1)
california,1959,Pete Elliott (2-8)
california,1958,Pete Elliott (7-4)
california,1957,Pete Elliott (1-9)
california,1956,Pappy Waldorf (3-7)
california,1955,Pappy Waldorf (2-7-1)
california,1954,Pappy Waldorf (5-5)
california,1953,Pappy Waldorf (4-4-2)
california,1952,Pappy Waldorf (7-3)
california,1951,Pappy Waldorf (8-2)
california,1950,Pappy Waldorf (9-1-1)
california,1949,Pappy Waldorf (10-1)
california,1948,Pappy Waldorf (10-1)
california,1947,Pappy Waldorf (9-1)
california,1946,Frank Wickhorst (2-7)
california,1945,Buck Shaw (4-5-1)
california,1944,Stub Allison (3-6-1)
california,1943,Stub Allison (4-6)
california,1942,Stub Allison (5-5)
california,1941,Stub Allison (4-5)
california,1940,Stub Allison (4-6)
california,1939,Stub Allison (3-7)
california,1938,Stub Allison (10-1)
california,1937,Stub Allison (10-0-1)
california,1936,Stub Allison (6-5)
california,1935,Stub Allison (9-1)
california,1934,William Ingram (6-6)
california,1933,William Ingram (6-3-2)
california,1932,William Ingram (7-3-2)
california,1931,William Ingram (8-2)
california,1930,Nibs Price (4-5)
california,1929,Nibs Price (7-1-1)
california,1928,Nibs Price (6-2-2)
california,1927,Nibs Price (7-3)
california,1926,Nibs Price (3-6)
california,1925,Andy Smith (6-3)
california,1924,Andy Smith (8-0-2)
california,1923,Andy Smith (9-0-1)
california,1922,Andy Smith (9-0)
california,1921,Andy Smith (9-0-1)
california,1920,Andy Smith (9-0)
california,1919,Andy Smith (6-2-1)
california,1918,Andy Smith (7-2)
california,1917,Andy Smith (5-5-1)
california,1916,Andy Smith (6-4-1)
clemson,2017,Dabo Swinney (6-0)
clemson,2016,Dabo Swinney (14-1)
clemson,2015,Dabo Swinney (14-1)
clemson,2014,Dabo Swinney (10-3)
clemson,2013,Dabo Swinney (11-2)
clemson,2012,Dabo Swinney (11-2)
clemson,2011,Dabo Swinney (10-4)
clemson,2010,Dabo Swinney (6-7)
clemson,2009,Dabo Swinney (9-5)
clemson,2008,"Tommy Bowden (3-3), Dabo Swinney (4-3)"
clemson,2007,Tommy Bowden (9-4)
clemson,2006,Tommy Bowden (8-5)
clemson,2005,Tommy Bowden (8-4)
clemson,2004,Tommy Bowden (6-5)
clemson,2003,Tommy Bowden (9-4)
clemson,2002,Tommy Bowden (7-6)
clemson,2001,Tommy Bowden (7-5)
clemson,2000,Tommy Bowden (9-3)
clemson,1999,Tommy Bowden (6-6)
clemson,1998,Tommy West (3-8)
clemson,1997,Tommy West (7-5)
clemson,1996,Tommy West (7-5)
clemson,1995,Tommy West (8-4)
clemson,1994,Tommy West (5-6)
clemson,1993,"Ken Hatfield (8-3), Tommy West (1-0)"
clemson,1992,Ken Hatfield (5-6)
clemson,1991,Ken Hatfield (9-2-1)
clemson,1990,Ken Hatfield (10-2)
clemson,1989,Danny Ford (10-2)
clemson,1988,Danny Ford (10-2)
clemson,1987,Danny Ford (10-2)
clemson,1986,Danny Ford (8-2-2)
clemson,1985,Danny Ford (6-6)
clemson,1984,Danny Ford (7-4)
clemson,1983,Danny Ford (9-1-1)
clemson,1982,Danny Ford (9-1-1)
clemson,1981,Danny Ford (12-0)
clemson,1980,Danny Ford (6-5)
clemson,1979,Danny Ford (8-4)
clemson,1978,"Charley Pell (10-1), Danny Ford (1-0)"
clemson,1977,Charley Pell (8-3-1)
clemson,1976,Red Parker (3-6-2)
clemson,1975,Red Parker (2-9)
clemson,1974,Red Parker (7-4)
clemson,1973,Red Parker (5-6)
clemson,1972,Cecil Ingram (4-7)
clemson,1971,Cecil Ingram (5-6)
clemson,1970,Cecil Ingram (3-8)
clemson,1969,Frank Howard (4-6)
clemson,1968,Frank Howard (4-5-1)
clemson,1967,Frank Howard (6-4)
clemson,1966,Frank Howard (6-4)
clemson,1965,Frank Howard (5-5)
clemson,1964,Frank Howard (3-7)
clemson,1963,Frank Howard (5-4-1)
clemson,1962,Frank Howard (6-4)
clemson,1961,Frank Howard (5-5)
clemson,1960,Frank Howard (6-4)
clemson,1959,Frank Howard (9-2)
clemson,1958,Frank Howard (8-3)
clemson,1957,Frank Howard (7-3)
clemson,1956,Frank Howard (7-2-2)
clemson,1955,Frank Howard (7-3)
clemson,1954,Frank Howard (5-5)
clemson,1953,Frank Howard (3-5-1)
clemson,1952,Frank Howard (2-6-1)
clemson,1951,Frank Howard (7-3)
clemson,1950,Frank Howard (9-0-1)
clemson,1949,Frank Howard (4-4-2)
clemson,1948,Frank Howard (11-0)
clemson,1947,Frank Howard (4-5)
clemson,1946,Frank Howard (4-5)
clemson,1945,Frank Howard (6-3-1)
clemson,1944,Frank Howard (4-5)
clemson,1943,Frank Howard (2-6)
clemson,1942,Frank Howard (3-6-1)
clemson,1941,Frank Howard (7-2)
clemson,1940,Frank Howard (6-2-1)
clemson,1939,Jess Neely (9-1)
clemson,1938,Jess Neely (7-1-1)
clemson,1937,Jess Neely (4-4-1)
clemson,1936,Jess Neely (5-5)
clemson,1935,Jess Neely (6-3)
clemson,1934,Jess Neely (5-4)
clemson,1933,Jess Neely (3-6-2)
clemson,1932,Jess Neely (3-5-1)
clemson,1931,Jess Neely (1-6-2)
clemson,1930,Josh Cody (8-2)
clemson,1929,Josh Cody (8-3)
clemson,1928,Josh Cody (8-3)
clemson,1927,Josh Cody (5-3-1)
clemson,1926,"Bud Saunders (1-2), Bob Williams (0-5)"
clemson,1925,Bud Saunders (1-7)
clemson,1924,Bud Saunders (2-6)
clemson,1923,Bud Saunders (5-2-1)
clemson,1922,Edward Stewart (5-4)
clemson,1921,Edward Stewart (1-6-2)
clemson,1920,Edward Donahue (4-6-1)
clemson,1919,Edward Donahue (6-2-2)
clemson,1918,Edward Donahue (5-2)
clemson,1917,Edward Donahue (6-2)
clemson,1916,Wayne Hart (3-6)
clemson,1915,Bob Williams (2-4-2)
clemson,1914,Bob Williams (5-3-1)
clemson,1913,Bob Williams (4-4)
clemson,1912,Frank Dobson (4-4)
clemson,1911,Frank Dobson (3-5)
clemson,1910,Frank Dobson (4-3-1)
clemson,1909,Bob Williams (6-3)
clemson,1908,John Stone (1-6)
clemson,1907,Frank Shaughnessy (4-4)
clemson,1906,Bob Williams (4-0-3)
clemson,1905,Eddie Cochems (3-2-1)
clemson,1904,Shack Shealy (3-3-1)
clemson,1903,John Heisman (4-1-1)
clemson,1902,John Heisman (6-1)
colorado,2017,Mike MacIntyre (3-3)
colorado,2016,Mike MacIntyre (10-4)
colorado,2015,Mike MacIntyre (4-9)
colorado,2014,Mike MacIntyre (2-10)
colorado,2013,Mike MacIntyre (4-8)
colorado,2012,Jon Embree (1-11)
colorado,2011,Jon Embree (3-10)
colorado,2010,"Dan Hawkins (3-6), Brian Cabral (2-1)"
colorado,2009,Dan Hawkins (3-9)
colorado,2008,Dan Hawkins (5-7)
colorado,2007,Dan Hawkins (6-7)
colorado,2006,Dan Hawkins (2-10)
colorado,2005,"Gary Barnett (7-5), Mike Hankwitz (0-1)"
colorado,2004,Gary Barnett (8-5)
colorado,2003,Gary Barnett (5-7)
colorado,2002,Gary Barnett (9-5)
colorado,2001,Gary Barnett (10-3)
colorado,2000,Gary Barnett (3-8)
colorado,1999,Gary Barnett (7-5)
colorado,1998,Rick Neuheisel (8-4)
colorado,1997,Rick Neuheisel (5-6)
colorado,1996,Rick Neuheisel (10-2)
colorado,1995,Rick Neuheisel (10-2)
colorado,1994,Bill McCartney (11-1)
colorado,1993,Bill McCartney (8-3-1)
colorado,1992,Bill McCartney (9-2-1)
colorado,1991,Bill McCartney (8-3-1)
colorado,1990,Bill McCartney (11-1-1)
colorado,1989,Bill McCartney (11-1)
colorado,1988,Bill McCartney (8-4)
colorado,1987,Bill McCartney (7-4)
colorado,1986,Bill McCartney (6-6)
colorado,1985,Bill McCartney (7-5)
colorado,1984,Bill McCartney (1-10)
colorado,1983,Bill McCartney (4-7)
colorado,1982,Bill McCartney (2-8-1)
colorado,1981,Chuck Fairbanks (3-8)
colorado,1980,Chuck Fairbanks (1-10)
colorado,1979,Chuck Fairbanks (3-8)
colorado,1978,Bill Mallory (6-5)
colorado,1977,Bill Mallory (7-3-1)
colorado,1976,Bill Mallory (8-4)
colorado,1975,Bill Mallory (9-3)
colorado,1974,Bill Mallory (5-6)
colorado,1973,Eddie Crowder (5-6)
colorado,1972,Eddie Crowder (8-4)
colorado,1971,Eddie Crowder (10-2)
colorado,1970,Eddie Crowder (6-5)
colorado,1969,Eddie Crowder (8-3)
colorado,1968,Eddie Crowder (4-6)
colorado,1967,Eddie Crowder (9-2)
colorado,1966,Eddie Crowder (7-3)
colorado,1965,Eddie Crowder (6-2-2)
colorado,1964,Eddie Crowder (2-8)
colorado,1963,Eddie Crowder (2-8)
colorado,1962,Bud Davis (2-8)
colorado,1961,Everett Grandelius (9-2)
colorado,1960,Everett Grandelius (6-4)
colorado,1959,Everett Grandelius (5-5)
colorado,1958,Dallas Ward (6-4)
colorado,1957,Dallas Ward (6-3-1)
colorado,1956,Dallas Ward (8-2-1)
colorado,1955,Dallas Ward (6-4)
colorado,1954,Dallas Ward (7-2-1)
colorado,1953,Dallas Ward (6-4)
colorado,1952,Dallas Ward (6-2-2)
colorado,1951,Dallas Ward (7-3)
colorado,1950,Dallas Ward (5-4-1)
colorado,1949,Dallas Ward (3-7)
colorado,1948,Dallas Ward (3-6)
colorado,1947,Jim Yeager (4-5)
colorado,1946,Jim Yeager (5-4-1)
colorado,1945,Frank Potts (5-3)
colorado,1944,Frank Potts (6-2)
colorado,1943,Jim Yeager (5-2)
colorado,1942,Jim Yeager (7-2)
colorado,1941,Jim Yeager (3-4-1)
colorado,1940,Frank Potts (5-3-1)
colorado,1939,Bunny Oakes (5-3)
colorado,1938,Bunny Oakes (3-4-1)
colorado,1937,Bunny Oakes (8-1)
colorado,1936,Bunny Oakes (4-3)
colorado,1935,Bunny Oakes (5-4)
colorado,1934,William Saunders (6-1-2)
colorado,1933,William Saunders (7-2)
colorado,1932,William Saunders (2-4)
colorado,1931,Myron Witham (5-3)
colorado,1930,Myron Witham (6-1-1)
colorado,1929,Myron Witham (5-1-1)
colorado,1928,Myron Witham (5-1)
colorado,1927,Myron Witham (4-5)
colorado,1926,Myron Witham (3-5-1)
colorado,1925,Myron Witham (6-3)
colorado,1924,Myron Witham (8-1-1)
colorado,1923,Myron Witham (9-0)
colorado,1922,Myron Witham (4-4)
colorado,1921,Myron Witham (4-1-1)
colorado,1920,Myron Witham (4-1-2)
colorado,1919,Joe Mills (2-3-1)
colorado,1918,Joe Mills (2-3)
colorado,1917,Bob Evans (6-2)
colorado,1916,Bob Evans (1-5-1)
colorado,1915,Fred Folsom (1-6)
colorado,1914,Fred Folsom (5-1)
colorado,1913,Fred Folsom (5-1-1)
colorado,1912,Fred Folsom (6-3)
colorado,1911,Fred Folsom (6-0)
colorado,1910,Fred Folsom (6-0)
colorado,1909,Fred Folsom (6-0)
colorado,1908,Fred Folsom (5-2)
colorado,1907,Frank Castleman (5-3)
colorado,1906,Frank Castleman (2-3-4)
colorado,1905,Willis Keinholtz (8-1)
colorado,1904,David Cropp (6-2-1)
colorado,1903,David Cropp (8-2)
colorado,1902,Fred Folsom (5-1)
duke,2017,David Cutcliffe (4-2)
duke,2016,David Cutcliffe (4-8)
duke,2015,David Cutcliffe (8-5)
duke,2014,David Cutcliffe (9-4)
duke,2013,David Cutcliffe (10-4)
duke,2012,David Cutcliffe (6-7)
duke,2011,David Cutcliffe (3-9)
duke,2010,David Cutcliffe (3-9)
duke,2009,David Cutcliffe (5-7)
duke,2008,David Cutcliffe (4-8)
duke,2007,Ted Roof (1-11)
duke,2006,Ted Roof (0-12)
duke,2005,Ted Roof (1-10)
duke,2004,Ted Roof (2-9)
duke,2003,Carl Franks (4-8)
duke,2002,Carl Franks (2-10)
duke,2001,Carl Franks (0-11)
duke,2000,Carl Franks (0-11)
duke,1999,Carl Franks (3-8)
duke,1998,Fred Goldsmith (4-7)
duke,1997,Fred Goldsmith (2-9)
duke,1996,Fred Goldsmith (0-11)
duke,1995,Fred Goldsmith (3-8)
duke,1994,Fred Goldsmith (8-4)
duke,1993,Barry Wilson (3-8)
duke,1992,Barry Wilson (2-9)
duke,1991,Barry Wilson (4-6-1)
duke,1990,Barry Wilson (4-7)
duke,1989,Steve Spurrier (8-4)
duke,1988,Steve Spurrier (7-3-1)
duke,1987,Steve Spurrier (5-6)
duke,1986,Steve Sloan (4-7)
duke,1985,Steve Sloan (4-7)
duke,1984,Steve Sloan (2-9)
duke,1983,Steve Sloan (3-8)
duke,1982,Red Wilson (6-5)
duke,1981,Red Wilson (6-5)
duke,1980,Red Wilson (2-9)
duke,1979,Red Wilson (2-8-1)
duke,1978,Mike McGee (4-7)
duke,1977,Mike McGee (5-6)
duke,1976,Mike McGee (5-5-1)
duke,1975,Mike McGee (4-5-2)
duke,1974,Mike McGee (6-5)
duke,1973,Mike McGee (2-8-1)
duke,1972,Mike McGee (5-6)
duke,1971,Mike McGee (6-5)
duke,1970,Tom Harp (6-5)
duke,1969,Tom Harp (3-6-1)
duke,1968,Tom Harp (4-6)
duke,1967,Tom Harp (4-6)
duke,1966,Tom Harp (5-5)
duke,1965,Bill Murray (6-4)
duke,1964,Bill Murray (4-5-1)
duke,1963,Bill Murray (5-4-1)
duke,1962,Bill Murray (8-2)
duke,1961,Bill Murray (7-3)
duke,1960,Bill Murray (8-3)
duke,1959,Bill Murray (4-6)
duke,1958,Bill Murray (5-5)
duke,1957,Bill Murray (6-3-2)
duke,1956,Bill Murray (5-4-1)
duke,1955,Bill Murray (7-2-1)
duke,1954,Bill Murray (8-2-1)
duke,1953,Bill Murray (7-2-1)
duke,1952,Bill Murray (8-2)
duke,1951,Bill Murray (5-4-1)
duke,1950,Wallace Wade (7-3)
duke,1949,Wallace Wade (6-3)
duke,1948,Wallace Wade (4-3-2)
duke,1947,Wallace Wade (4-3-2)
duke,1946,Wallace Wade (4-5)
duke,1945,
duke,1944,
duke,1943,
duke,1942,
duke,1941,Wallace Wade (9-1)
duke,1940,Wallace Wade (7-2)
duke,1939,Wallace Wade (8-1)
duke,1938,Wallace Wade (9-1)
duke,1937,Wallace Wade (7-2-1)
duke,1936,Wallace Wade (9-1)
duke,1935,Wallace Wade (8-2)
duke,1934,Wallace Wade (7-2)
duke,1933,Wallace Wade (9-1)
duke,1932,Wallace Wade (7-3)
duke,1931,Wallace Wade (5-3-2)
duke,1930,Jimmy DeHart (8-1-2)
duke,1929,Jimmy DeHart (4-6)
duke,1928,Jimmy DeHart (5-5)
duke,1927,Jimmy DeHart (4-5)
duke,1926,Jimmy DeHart (3-6)
duke,1925,James Herron (4-5)
duke,1924,Howard Jones (4-5)
duke,1923,S.M. Alexander (5-4)
duke,1922,Herman Steiner (7-2-1)
florida,2017,Jim McElwain (3-2)
florida,2016,Jim McElwain (9-4)
florida,2015,Jim McElwain (10-4)
florida,2014,"D.J. Durkin (1-0), Will Muschamp (6-5)"
florida,2013,Will Muschamp (4-8)
florida,2012,Will Muschamp (11-2)
florida,2011,Will Muschamp (7-6)
florida,2010,Urban Meyer (8-5)
florida,2009,Urban Meyer (13-1)
florida,2008,Urban Meyer (13-1)
florida,2007,Urban Meyer (9-4)
florida,2006,Urban Meyer (13-1)
florida,2005,Urban Meyer (9-3)
florida,2004,"Ron Zook (7-4), Charlie Strong (0-1)"
florida,2003,Ron Zook (8-5)
florida,2002,Ron Zook (8-5)
florida,2001,Steve Spurrier (10-2)
florida,2000,Steve Spurrier (10-3)
florida,1999,Steve Spurrier (9-4)
florida,1998,Steve Spurrier (10-2)
florida,1997,Steve Spurrier (10-2)
florida,1996,Steve Spurrier (12-1)
florida,1995,Steve Spurrier (12-1)
florida,1994,Steve Spurrier (10-2-1)
florida,1993,Steve Spurrier (11-2)
florida,1992,Steve Spurrier (9-4)
florida,1991,Steve Spurrier (10-2)
florida,1990,Steve Spurrier (9-2)
florida,1989,"Galen Hall (4-1), Gary Darnell (3-4)"
florida,1988,Galen Hall (7-5)
florida,1987,Galen Hall (6-6)
florida,1986,Galen Hall (6-5)
florida,1985,Galen Hall (9-1-1)
florida,1984,"Charley Pell (1-1-1), Galen Hall (8-0)"
florida,1983,Charley Pell (9-2-1)
florida,1982,Charley Pell (8-4)
florida,1981,Charley Pell (7-5)
florida,1980,Charley Pell (8-4)
florida,1979,Charley Pell (0-10-1)
florida,1978,Doug Dickey (4-7)
florida,1977,Doug Dickey (6-4-1)
florida,1976,Doug Dickey (8-4)
florida,1975,Doug Dickey (9-3)
florida,1974,Doug Dickey (8-4)
florida,1973,Doug Dickey (7-5)
florida,1972,Doug Dickey (5-5-1)
florida,1971,Doug Dickey (4-7)
florida,1970,Doug Dickey (7-4)
florida,1969,Ray Graves (9-1-1)
florida,1968,Ray Graves (6-3-1)
florida,1967,Ray Graves (6-4)
florida,1966,Ray Graves (9-2)
florida,1965,Ray Graves (7-4)
florida,1964,Ray Graves (7-3)
florida,1963,Ray Graves (6-3-1)
florida,1962,Ray Graves (7-4)
florida,1961,Ray Graves (4-5-1)
florida,1960,Ray Graves (9-2)
florida,1959,Bob Woodruff (5-4-1)
florida,1958,Bob Woodruff (6-4-1)
florida,1957,Bob Woodruff (6-2-1)
florida,1956,Bob Woodruff (6-3-1)
florida,1955,Bob Woodruff (4-6)
florida,1954,Bob Woodruff (5-5)
florida,1953,Bob Woodruff (3-5-2)
florida,1952,Bob Woodruff (8-3)
florida,1951,Bob Woodruff (5-5)
florida,1950,Bob Woodruff (5-5)
florida,1949,Raymond Wolf (4-5-1)
florida,1948,Raymond Wolf (5-5)
florida,1947,Raymond Wolf (4-5-1)
florida,1946,Raymond Wolf (0-9)
florida,1945,Tom Lieb (4-5-1)
florida,1944,Tom Lieb (4-3)
florida,1942,Tom Lieb (3-7)
florida,1941,Tom Lieb (4-6)
florida,1940,Tom Lieb (5-5)
florida,1939,Josh Cody (5-5-1)
florida,1938,Josh Cody (4-6-1)
florida,1937,Josh Cody (4-7)
florida,1936,Josh Cody (4-6)
florida,1935,Dutch Stanley (3-7)
florida,1934,Dutch Stanley (6-3-1)
florida,1933,Dutch Stanley (5-3-1)
florida,1932,Charlie Bachman (3-6)
florida,1931,Charlie Bachman (2-6-2)
florida,1930,Charlie Bachman (6-3-1)
florida,1929,Charlie Bachman (8-2)
florida,1928,Charlie Bachman (8-1)
florida,1927,Tom Sebring (7-3)
florida,1926,Tom Sebring (2-6-2)
florida,1925,Tom Sebring (8-2)
florida,1924,J.A. Van Fleet (6-2-2)
florida,1923,J.A. Van Fleet (6-1-2)
florida,1922,William Kline (7-2)
florida,1921,William Kline (6-3-2)
florida,1920,William Kline (5-3)
florida,1919,
florida,1917,
florida,1916,
florida,1915,
florida,1914,
florida,1913,G.E. Pyle (4-3)
florida,1912,G.E. Pyle (5-2-1)
florida,1911,G.E. Pyle (5-0-1)
florida,1904,
florida-state,2017,Jimbo Fisher (1-3)
florida-state,2016,Jimbo Fisher (10-3)
florida-state,2015,Jimbo Fisher (10-3)
florida-state,2014,Jimbo Fisher (13-1)
florida-state,2013,Jimbo Fisher (14-0)
florida-state,2012,Jimbo Fisher (12-2)
florida-state,2011,Jimbo Fisher (9-4)
florida-state,2010,Jimbo Fisher (10-4)
florida-state,2009,Bobby Bowden (7-6)
florida-state,2008,Bobby Bowden (9-4)
florida-state,2007,Bobby Bowden (7-6)
florida-state,2006,Bobby Bowden (7-6)
florida-state,2005,Bobby Bowden (8-5)
florida-state,2004,Bobby Bowden (9-3)
florida-state,2003,Bobby Bowden (10-3)
florida-state,2002,Bobby Bowden (9-5)
florida-state,2001,Bobby Bowden (8-4)
florida-state,2000,Bobby Bowden (11-2)
florida-state,1999,Bobby Bowden (12-0)
florida-state,1998,Bobby Bowden (11-2)
florida-state,1997,Bobby Bowden (11-1)
florida-state,1996,Bobby Bowden (11-1)
florida-state,1995,Bobby Bowden (10-2)
florida-state,1994,Bobby Bowden (10-1-1)
florida-state,1993,Bobby Bowden (12-1)
florida-state,1992,Bobby Bowden (11-1)
florida-state,1991,Bobby Bowden (11-2)
florida-state,1990,Bobby Bowden (10-2)
florida-state,1989,Bobby Bowden (10-2)
florida-state,1988,Bobby Bowden (11-1)
florida-state,1987,Bobby Bowden (11-1)
florida-state,1986,Bobby Bowden (7-4-1)
florida-state,1985,Bobby Bowden (9-3)
florida-state,1984,Bobby Bowden (7-3-2)
florida-state,1983,Bobby Bowden (7-5)
florida-state,1982,Bobby Bowden (9-3)
florida-state,1981,Bobby Bowden (6-5)
florida-state,1980,Bobby Bowden (10-2)
florida-state,1979,Bobby Bowden (11-1)
florida-state,1978,Bobby Bowden (8-3)
florida-state,1977,Bobby Bowden (10-2)
florida-state,1976,Bobby Bowden (5-6)
florida-state,1975,Darrell Mudra (3-8)
florida-state,1974,Darrell Mudra (1-10)
florida-state,1973,Larry Jones (0-11)
florida-state,1972,Larry Jones (7-4)
florida-state,1971,Larry Jones (8-4)
florida-state,1970,Bill Peterson (7-4)
florida-state,1969,Bill Peterson (6-3-1)
florida-state,1968,Bill Peterson (8-3)
florida-state,1967,Bill Peterson (7-2-2)
florida-state,1966,Bill Peterson (6-5)
florida-state,1965,Bill Peterson (4-5-1)
florida-state,1964,Bill Peterson (9-1-1)
florida-state,1963,Bill Peterson (4-5-1)
florida-state,1962,Bill Peterson (4-3-3)
florida-state,1961,Bill Peterson (4-5-1)
